geoid,name,population,income,male,female,white,black,native,asian,hawaiian,other,mixed
8049,"Grand County, Colorado",11775,34012.751,0.53537155,0.46462845,0.949384289,0.00118896,0.002123142,0.017834395,0.003566879,0.022505308,0.003397028
8051,"Gunnison County, Colorado",12975,22295.36902,0.54150289,0.45849711,0.964238921,0.005934489,0.007090559,0.010867052,0,0.002235067,0.009633911
8053,"Hinsdale County, Colorado",779,27132.67779,0.463414634,0.536585366,0.97817715,0,0,0,0,0,0.02182285
8055,"Huerfano County, Colorado",5558,22370.96797,0.504677942,0.495322058,0.837171644,0.007376754,0.033285354,0.001979129,0,0.048758546,0.071428571
8057,"Jackson County, Colorado",1136,30820.79137,0.543133803,0.456866197,0.936619718,0.000880282,0.011443662,0.004401408,0,0.044894366,0.001760563
8059,"Jefferson County, Colorado",442946,38252.1617,0.493344561,0.506655439,0.918814032,0.010206662,0.008068704,0.025538102,0.000512478,0.01755293,0.019307094
8061,"Kiowa County, Colorado",1107,21254.09575,0.467028004,0.532971996,0.937669377,0.009936766,0.005420054,0,0,0,0.046973803
8063,"Kit Carson County, Colorado",6443,23873.22008,0.567437529,0.432562471,0.911221481,0.042992395,0.019866522,0.00496663,0.003104144,0.016607171,0.001241658
8065,"Lake County, Colorado",5757,33199.29251,0.534306062,0.465693938,0.901511204,0.00660066,0.000521105,0.011638006,0.000347403,0.07034914,0.009032482
8067,"La Plata County, Colorado",43361,27932.15108,0.507598994,0.492401006,0.884273887,0.00461244,0.055626023,0.006526602,0.001591292,0.02716727,0.020202486
8069,"Larimer County, Colorado",253943,28456.48151,0.49430384,0.50569616,0.920671174,0.009045337,0.006249434,0.018964886,0.001090796,0.022851585,0.021126788
8071,"Las Animas County, Colorado",12184,25722.3475,0.51083388,0.48916612,0.848982272,0.011818779,0.021421536,0.007304662,0.001969796,0.070256074,0.038246881
8073,"Lincoln County, Colorado",4639,20751.00086,0.610907523,0.389092477,0.813321837,0.142918732,0.022418625,0.000862255,0,0.004311274,0.016167277
8075,"Logan County, Colorado",18786,22516.72336,0.553390823,0.446609177,0.917651443,0.015224103,0.010326839,0.018630895,0.00047908,0.01415948,0.023528159
8077,"Mesa County, Colorado",117078,27640.93357,0.492944874,0.507055126,0.927065717,0.007507815,0.008934215,0.007225952,0.001118912,0.028690275,0.019457114
8079,"Mineral County, Colorado",667,21356.2039,0.482758621,0.517241379,0.95802099,0.007496252,0,0.00149925,0,0.025487256,0.007496252
8081,"Moffat County, Colorado",10203,27731.02499,0.50877193,0.49122807,0.931098696,0.001862197,0.017935901,0.011271195,0.007154758,0.020582182,0.01009507
8083,"Montezuma County, Colorado",20369,24897.52747,0.488340125,0.511659875,0.855663017,0.000441848,0.108301831,0.003191124,0,0.01492464,0.017477539
8085,"Montrose County, Colorado",32600,25710.6669,0.483282209,0.516717791,0.924202454,0.006932515,0.007515337,0.005674847,0.002055215,0.033834356,0.019785276
8087,"Morgan County, Colorado",21416,26987.66702,0.493696302,0.506303698,0.908713112,0.025728427,0.007237579,0.001587598,0.001307434,0.033666418,0.021759432
8089,"Otero County, Colorado",14807,22303.85912,0.491119065,0.508880935,0.90166813,0.005335314,0.019720403,0.011143378,0.00972513,0.039508341,0.012899304
8091,"Ouray County, Colorado",3986,28122.68214,0.499498244,0.500501756,0.975163071,0,0.004014049,0.00125439,0,0,0.01956849
8093,"Park County, Colorado",13749,32407.57793,0.526365554,0.473634446,0.963633719,0.000509128,0.009818896,0.006691396,0.007927849,0.000727326,0.010691687
8095,"Phillips County, Colorado",3377,25870.87,0.512881256,0.487118744,0.936334024,0.004145691,0.005922416,0.006218537,0,0.024281907,0.023097424
8097,"Pitkin County, Colorado",14805,33715.33901,0.537453563,0.462546437,0.952380952,0.018642351,0.004390409,0.008983452,0.000135089,0.009050996,0.006416751
